"go","cluster","parent","parentSimScore","score","size","term","parentTerm"
"GO:0060675",3,"GO:0008360",0.414,1.91458538569899,3,"ureteric bud morphogenesis","regulation of cell shape"
"GO:1901888",2,"GO:0034329",0.921,1.91458538569899,7,"regulation of cell junction assembly","cell junction assembly"
"GO:0045839",2,"GO:0034329",0.302,1.91458538569899,9,"negative regulation of mitotic nuclear division","cell junction assembly"
"GO:0030837",2,"GO:0034329",0.505,1.91458538569899,21,"negative regulation of actin filament polymerization","cell junction assembly"
"GO:0045807",2,"GO:0034329",0.318,1.91099043692021,24,"positive regulation of endocytosis","cell junction assembly"
"GO:0051258",2,"GO:0034329",0.578,1.90468577961166,16,"protein polymerization","cell junction assembly"
"GO:0072170",3,"GO:0008360",0.228,1.89850260888432,0,"metanephric tubule development","regulation of cell shape"
"GO:0008608",7,"GO:0051983",0.731,1.89850260888432,14,"attachment of spindle microtubules to kinetochore","regulation of chromosome segregation"
"GO:0032232",2,"GO:0034329",0.473,1.89850260888432,4,"negative regulation of actin filament bundle assembly","cell junction assembly"
"GO:0048339",3,"GO:0008360",0.216,1.8983473840229,8,"paraxial mesoderm development","regulation of cell shape"
"GO:0097107",2,"GO:0034329",0.758,1.8983473840229,5,"postsynaptic density assembly","cell junction assembly"
"GO:1902895",23,"GO:0042454",0.233,1.89223448363533,46,"positive regulation of pri-miRNA transcription by RNA polymerase II","ribonucleoside catabolic process"
"GO:0070482",4,"GO:1903034",0.169,1.89180419544386,0,"response to oxygen levels","regulation of response to wounding"
"GO:0060491",2,"GO:0034329",0.547,1.89180419544386,4,"regulation of cell projection assembly","cell junction assembly"
"GO:0030041",1,"GO:0007015",0.915,1.89180419544386,39,"actin filament polymerization","actin filament organization"
"GO:0001658",3,"GO:0008360",0.408,1.89053400675922,43,"branching involved in ureteric bud morphogenesis","regulation of cell shape"
"GO:0070252",1,"GO:0007015",0.754,1.88539733667201,4,"actin-mediated cell contraction","actin filament organization"
"GO:0044843",12,"GO:0051321",0.609,1.87937438415681,2,"cell cycle G1/S phase transition","meiotic cell cycle"
"GO:0030100",2,"GO:0034329",0.339,1.87148411381799,39,"regulation of endocytosis","cell junction assembly"
"GO:0046365",23,"GO:0042454",0.648,1.87148411381799,0,"monosaccharide catabolic process","ribonucleoside catabolic process"
"GO:0072171",3,"GO:0008360",0.416,1.87148411381799,0,"mesonephric tubule morphogenesis","regulation of cell shape"
"GO:0048168",9,"GO:0099177",0.807,1.85968038086766,19,"regulation of neuronal synaptic plasticity","regulation of trans-synaptic signaling"
"GO:0007517",3,"GO:0008360",0.275,1.8493567321002,91,"muscle organ development","regulation of cell shape"
"GO:0000075",12,"GO:0051321",0.598,1.84603417976323,0,"cell cycle checkpoint","meiotic cell cycle"
"GO:0150117",2,"GO:0034329",0.685,1.84526069498426,0,"positive regulation of cell-substrate junction organization","cell junction assembly"
"GO:0043393",8,"GO:0043087",0.542,1.84219523928143,23,"regulation of protein binding","regulation of GTPase activity"
"GO:0003002",3,"GO:0008360",0.274,1.83984012702504,0,"regionalization","regulation of cell shape"
"GO:0007080",7,"GO:0051983",0.743,1.83783988962171,43,"mitotic metaphase plate congression","regulation of chromosome segregation"
"GO:0050731",11,"GO:0018108",0.934,1.83691253290745,92,"positive regulation of peptidyl-tyrosine phosphorylation","peptidyl-tyrosine phosphorylation"
"GO:0051784",2,"GO:0034329",0.306,1.83512058437993,0,"negative regulation of nuclear division","cell junction assembly"
"GO:0030217",15,"GO:0042110",0.923,1.82831498940633,39,"T cell differentiation","T cell activation"
"GO:0007266",9,"GO:0099177",0.289,1.82555454731116,65,"Rho protein signal transduction","regulation of trans-synaptic signaling"
"GO:0003073",14,"GO:0043114",0.644,1.82555454731116,12,"regulation of systemic arterial blood pressure","regulation of vascular permeability"
"GO:0034332",2,"GO:0034329",0.739,1.81996658025965,56,"adherens junction organization","cell junction assembly"
"GO:0002685",18,"GO:0001667",0.668,1.81930866890627,4,"regulation of leukocyte migration","ameboidal-type cell migration"
"GO:0046133",23,"GO:0042454",0.969,1.81791627656685,0,"pyrimidine ribonucleoside catabolic process","ribonucleoside catabolic process"
"GO:0055064",6,"GO:0035633",0.429,1.81791627656685,11,"chloride ion homeostasis","maintenance of blood-brain barrier"
"GO:0051547",14,"GO:0043114",0.157,1.81791627656685,0,"regulation of keratinocyte migration","regulation of vascular permeability"
"GO:0046131",23,"GO:0042454",0.824,1.81791627656685,0,"pyrimidine ribonucleoside metabolic process","ribonucleoside catabolic process"
"GO:0045217",2,"GO:0034329",0.659,1.81791627656685,8,"cell-cell junction maintenance","cell junction assembly"
"GO:1903708",15,"GO:0042110",0.454,1.81791627656685,0,"positive regulation of hemopoiesis","T cell activation"
"GO:0032535",6,"GO:0035633",0.385,1.81664074830274,1,"regulation of cellular component size","maintenance of blood-brain barrier"
"GO:0001701",3,"GO:0008360",0.269,1.81664074830274,202,"in utero embryonic development","regulation of cell shape"
"GO:0050806",9,"GO:0099177",0.898,1.81605382117861,17,"positive regulation of synaptic transmission","regulation of trans-synaptic signaling"
"GO:0048762",3,"GO:0008360",0.265,1.81568818958154,7,"mesenchymal cell differentiation","regulation of cell shape"
"GO:0030834",2,"GO:0034329",0.303,1.81435795204472,2,"regulation of actin filament depolymerization","cell junction assembly"
"GO:0070233",13,"GO:0070243",0.9,1.79061741221294,8,"negative regulation of T cell apoptotic process","regulation of thymocyte apoptotic process"
"GO:0010770",3,"GO:0008360",0.807,1.78741705813968,0,"positive regulation of cell morphogenesis involved in differentiation","regulation of cell shape"
"GO:1903078",10,"GO:1990778",0.859,1.78741705813968,59,"positive regulation of protein localization to plasma membrane","protein localization to cell periphery"
"GO:0042303",14,"GO:0043114",0.18,1.78290873574333,0,"molting cycle","regulation of vascular permeability"
"GO:0042633",14,"GO:0043114",0.18,1.78290873574333,15,"hair cycle","regulation of vascular permeability"
"GO:0043406",11,"GO:0018108",0.584,1.78070442505378,66,"positive regulation of MAP kinase activity","peptidyl-tyrosine phosphorylation"
"GO:0120193",2,"GO:0034329",0.747,1.78070442505378,1,"tight junction organization","cell junction assembly"
"GO:1904377",10,"GO:1990778",0.866,1.78070442505378,0,"positive regulation of protein localization to cell periphery","protein localization to cell periphery"
"GO:0046718",19,"GO:0044409",0.992,1.78070442505378,90,"viral entry into host cell","entry into host"
"GO:0007498",3,"GO:0008360",0.252,1.78070442505378,30,"mesoderm development","regulation of cell shape"
"GO:0043280",11,"GO:0018108",0.351,1.78070442505378,61,"positive regulation of cysteine-type endopeptidase activity involved in apoptotic process","peptidyl-tyrosine phosphorylation"
"GO:0050870",5,"GO:0045785",0.94,1.78052462119891,22,"positive regulation of T cell activation","positive regulation of cell adhesion"
"GO:0060055",4,"GO:1903034",0.681,1.7775548492121,10,"angiogenesis involved in wound healing","regulation of response to wounding"
"GO:0002687",18,"GO:0001667",0.646,1.77755164822928,11,"positive regulation of leukocyte migration","ameboidal-type cell migration"
"GO:0070383",11,"GO:0018108",0.335,1.77755164822928,16,"DNA cytosine deamination","peptidyl-tyrosine phosphorylation"
"GO:2000048",5,"GO:0045785",0.641,1.77755164822928,10,"negative regulation of cell-cell adhesion mediated by cadherin","positive regulation of cell adhesion"
"GO:0003183",3,"GO:0008360",0.36,1.77755164822928,7,"mitral valve morphogenesis","regulation of cell shape"
"GO:0030098",15,"GO:0042110",0.856,1.77755164822928,7,"lymphocyte differentiation","T cell activation"
"GO:0032271",2,"GO:0034329",0.562,1.77494590778619,0,"regulation of protein polymerization","cell junction assembly"
"GO:0060041",3,"GO:0008360",0.254,1.77393327287895,57,"retina development in camera-type eye","regulation of cell shape"
"GO:0030833",6,"GO:0035633",0.366,1.77042743105588,30,"regulation of actin filament polymerization","maintenance of blood-brain barrier"
"GO:0035725",10,"GO:1990778",0.293,1.77042743105588,122,"sodium ion transmembrane transport","protein localization to cell periphery"
"GO:0003205",3,"GO:0008360",0.264,1.77042743105588,3,"cardiac chamber development","regulation of cell shape"
"GO:0099587",10,"GO:1990778",0.279,1.76704061433047,0,"inorganic ion import across plasma membrane","protein localization to cell periphery"
"GO:0098659",10,"GO:1990778",0.279,1.76704061433047,2,"inorganic cation import across plasma membrane","protein localization to cell periphery"
"GO:0032465",17,"GO:0000281",0.877,1.75181559412458,51,"regulation of cytokinesis","mitotic cytokinesis"
"GO:0055081",6,"GO:0035633",0.468,1.74815763991181,2,"anion homeostasis","maintenance of blood-brain barrier"
"GO:1901987",12,"GO:0051321",0.637,1.74228771014713,3,"regulation of cell cycle phase transition","meiotic cell cycle"
"GO:1904951",10,"GO:1990778",0.589,1.74054883404526,6,"positive regulation of establishment of protein localization","protein localization to cell periphery"
"GO:1902107",15,"GO:0042110",0.444,1.74034858141754,0,"positive regulation of leukocyte differentiation","T cell activation"
"GO:0002053",16,"GO:0061351",0.487,1.73011824757516,23,"positive regulation of mesenchymal cell proliferation","neural precursor cell proliferation"
"GO:0051894",2,"GO:0034329",0.77,1.73011824757516,25,"positive regulation of focal adhesion assembly","cell junction assembly"
"GO:0007162",5,"GO:0045785",0.845,1.72549657969272,54,"negative regulation of cell adhesion","positive regulation of cell adhesion"
"GO:0048015",9,"GO:0099177",0.296,1.71517575140145,58,"phosphatidylinositol-mediated signaling","regulation of trans-synaptic signaling"
"GO:0050921",18,"GO:0001667",0.596,1.71321863497093,18,"positive regulation of chemotaxis","ameboidal-type cell migration"
"GO:0001837",3,"GO:0008360",0.256,1.71268874755465,46,"epithelial to mesenchymal transition","regulation of cell shape"
"GO:0021537",3,"GO:0008360",0.265,1.71268874755465,18,"telencephalon development","regulation of cell shape"
"GO:0070228",13,"GO:0070243",0.906,1.71268874755465,1,"regulation of lymphocyte apoptotic process","regulation of thymocyte apoptotic process"
"GO:0007605",14,"GO:0043114",0.471,1.71268874755465,154,"sensory perception of sound","regulation of vascular permeability"
"GO:0010810",5,"GO:0045785",0.816,1.71268874755465,2,"regulation of cell-substrate adhesion","positive regulation of cell adhesion"
"GO:0051222",10,"GO:1990778",0.587,1.71268874755465,3,"positive regulation of protein transport","protein localization to cell periphery"
"GO:0030218",6,"GO:0035633",0.493,1.71094354771578,56,"erythrocyte differentiation","maintenance of blood-brain barrier"
"GO:0044849",20,"GO:0048599",0.561,1.70803339176402,15,"estrous cycle","oocyte development"
"GO:0042692",3,"GO:0008360",0.278,1.70803339176402,14,"muscle cell differentiation","regulation of cell shape"
"GO:0045737",11,"GO:0018108",0.485,1.70803339176402,33,"positive regulation of cyclin-dependent protein serine/threonine kinase activity","peptidyl-tyrosine phosphorylation"
"GO:1904029",11,"GO:0018108",0.539,1.70803339176402,0,"regulation of cyclin-dependent protein kinase activity","peptidyl-tyrosine phosphorylation"
"GO:0031571",12,"GO:0051321",0.53,1.70803339176402,8,"mitotic G1 DNA damage checkpoint","meiotic cell cycle"
"GO:0010952",11,"GO:0018108",0.362,1.70803339176402,13,"positive regulation of peptidase activity","peptidyl-tyrosine phosphorylation"
"GO:0099188",2,"GO:0034329",0.659,1.70803339176402,0,"postsynaptic cytoskeleton organization","cell junction assembly"
"GO:0051315",7,"GO:0051983",0.687,1.70803339176402,13,"attachment of mitotic spindle microtubules to kinetochore","regulation of chromosome segregation"
"GO:0072234",3,"GO:0008360",0.226,1.70803339176402,1,"metanephric nephron tubule development","regulation of cell shape"
"GO:0032332",3,"GO:0008360",0.411,1.70803339176402,23,"positive regulation of chondrocyte differentiation","regulation of cell shape"
"GO:0030500",21,"GO:0070167",0.981,1.70568087312796,22,"regulation of bone mineralization","regulation of biomineral tissue development"
"GO:0042552",3,"GO:0008360",0.253,1.70090618060259,51,"myelination","regulation of cell shape"
"GO:0036294",4,"GO:1903034",0.161,1.69937928873501,2,"cellular response to decreased oxygen levels","regulation of response to wounding"
"GO:2001257",8,"GO:0043087",0.549,1.69937928873501,2,"regulation of cation channel activity","regulation of GTPase activity"
"GO:1903522",14,"GO:0043114",0.714,1.69937928873501,0,"regulation of blood circulation","regulation of vascular permeability"
"GO:0003279",3,"GO:0008360",0.252,1.69937928873501,11,"cardiac septum development","regulation of cell shape"
"GO:0052126",19,"GO:0044409",0.982,1.69588702947378,0,"movement in host environment","entry into host"
"GO:0045444",3,"GO:0008360",0.239,1.69362622746501,71,"fat cell differentiation","regulation of cell shape"
"GO:0070588",10,"GO:1990778",0.314,1.69356917297463,141,"calcium ion transmembrane transport","protein localization to cell periphery"
"GO:0014009",3,"GO:0008360",0.232,1.69348915272518,8,"glial cell proliferation","regulation of cell shape"
"GO:0043491",9,"GO:0099177",0.304,1.68061719928506,40,"protein kinase B signaling","regulation of trans-synaptic signaling"
"GO:0043297",2,"GO:0034329",0.851,1.6693005775427,7,"apical junction assembly","cell junction assembly"
"GO:0035329",9,"GO:0099177",0.268,1.66378545163402,47,"hippo signaling","regulation of trans-synaptic signaling"
"GO:0044783",12,"GO:0051321",0.531,1.66378545163402,1,"G1 DNA damage checkpoint","meiotic cell cycle"
"GO:0044819",12,"GO:0051321",0.532,1.66378545163402,3,"mitotic G1/S transition checkpoint","meiotic cell cycle"
"GO:0061640",17,"GO:0000281",0.969,1.66378545163402,23,"cytoskeleton-dependent cytokinesis","mitotic cytokinesis"
"GO:0002262",6,"GO:0035633",0.501,1.66378545163402,9,"myeloid cell homeostasis","maintenance of blood-brain barrier"
"GO:0014065",9,"GO:0099177",0.29,1.66378545163402,44,"phosphatidylinositol 3-kinase signaling","regulation of trans-synaptic signaling"
"GO:0051261",2,"GO:0034329",0.326,1.66378545163402,1,"protein depolymerization","cell junction assembly"
"GO:0001654",3,"GO:0008360",0.275,1.66378545163402,45,"eye development","regulation of cell shape"
"GO:0010463",16,"GO:0061351",0.511,1.66378545163402,4,"mesenchymal cell proliferation","neural precursor cell proliferation"
"GO:0033627",5,"GO:0045785",0.614,1.66354309476037,26,"cell adhesion mediated by integrin","positive regulation of cell adhesion"
"GO:0060390",9,"GO:0099177",0.403,1.66233625179093,6,"regulation of SMAD protein signal transduction","regulation of trans-synaptic signaling"
"GO:1904861",2,"GO:0034329",0.78,1.66233625179093,7,"excitatory synapse assembly","cell junction assembly"
"GO:0003171",3,"GO:0008360",0.225,1.66233625179093,0,"atrioventricular valve development","regulation of cell shape"
"GO:1905475",10,"GO:1990778",0.62,1.66180604355909,6,"regulation of protein localization to membrane","protein localization to cell periphery"
"GO:1904375",10,"GO:1990778",0.908,1.66180604355909,1,"regulation of protein localization to cell periphery","protein localization to cell periphery"
"GO:0042471",3,"GO:0008360",0.431,1.66180604355909,4,"ear morphogenesis","regulation of cell shape"
"GO:0050863",15,"GO:0042110",0.952,1.64908631992267,11,"regulation of T cell activation","T cell activation"
"GO:0097106",2,"GO:0034329",0.697,1.64908631992267,2,"postsynaptic density organization","cell junction assembly"
"GO:0009164",23,"GO:0042454",0.971,1.64908631992267,0,"nucleoside catabolic process","ribonucleoside catabolic process"
"GO:0008366",3,"GO:0008360",0.253,1.64908631992267,6,"axon ensheathment","regulation of cell shape"
"GO:0007272",3,"GO:0008360",0.253,1.64908631992267,0,"ensheathment of neurons","regulation of cell shape"
"GO:0110148",21,"GO:0070167",0.952,1.64865719747481,0,"biomineralization","regulation of biomineral tissue development"
"GO:0031214",21,"GO:0070167",0.952,1.64865719747481,27,"biomineral tissue development","regulation of biomineral tissue development"
"GO:0051592",4,"GO:1903034",0.156,1.64865719747481,56,"response to calcium ion","regulation of response to wounding"
"GO:0050730",11,"GO:0018108",0.959,1.64690695635893,19,"regulation of peptidyl-tyrosine phosphorylation","peptidyl-tyrosine phosphorylation"
"GO:1902893",23,"GO:0042454",0.237,1.64690695635893,0,"regulation of pri-miRNA transcription by RNA polymerase II","ribonucleoside catabolic process"
"GO:0050772",3,"GO:0008360",0.77,1.64306035174138,33,"positive regulation of axonogenesis","regulation of cell shape"
"GO:0003093",14,"GO:0043114",0.556,1.64153817364149,5,"regulation of glomerular filtration","regulation of vascular permeability"
"GO:0072173",3,"GO:0008360",0.362,1.64153817364149,1,"metanephric tubule morphogenesis","regulation of cell shape"
"GO:0032944",16,"GO:0061351",0.58,1.64078158181734,0,"regulation of mononuclear cell proliferation","neural precursor cell proliferation"
"GO:0030099",15,"GO:0042110",0.491,1.63534792087359,19,"myeloid cell differentiation","T cell activation"
"GO:0120192",2,"GO:0034329",0.848,1.63499709946014,3,"tight junction assembly","cell junction assembly"
"GO:0007492",3,"GO:0008360",0.241,1.63499709946014,20,"endoderm development","regulation of cell shape"
"GO:0090307",2,"GO:0034329",0.505,1.62555496696579,51,"mitotic spindle assembly","cell junction assembly"
"GO:0098698",2,"GO:0034329",0.766,1.62251368219149,2,"postsynaptic specialization assembly","cell junction assembly"
"GO:0045778",14,"GO:0043114",0.179,1.61806889846325,13,"positive regulation of ossification","regulation of vascular permeability"
"GO:0042771",9,"GO:0099177",0.262,1.61659744495881,33,"intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator","regulation of trans-synaptic signaling"
"GO:0051293",12,"GO:0051321",0.526,1.61659744495881,2,"establishment of spindle localization","meiotic cell cycle"
"GO:0048839",3,"GO:0008360",0.26,1.61624131148859,47,"inner ear development","regulation of cell shape"
"GO:0032409",8,"GO:0043087",0.571,1.60629342138,0,"regulation of transporter activity","regulation of GTPase activity"
"GO:0150063",3,"GO:0008360",0.275,1.60629342138,1,"visual system development","regulation of cell shape"
"GO:0043116",14,"GO:0043114",0.933,1.60629342138,14,"negative regulation of vascular permeability","regulation of vascular permeability"
"GO:0051781",17,"GO:0000281",0.719,1.60629342138,47,"positive regulation of cell division","mitotic cytokinesis"
"GO:1905330",3,"GO:0008360",0.661,1.60629342138,0,"regulation of morphogenesis of an epithelium","regulation of cell shape"
"GO:0045862",11,"GO:0018108",0.382,1.60629342138,20,"positive regulation of proteolysis","peptidyl-tyrosine phosphorylation"
"GO:0032412",8,"GO:0043087",0.568,1.60629342138,2,"regulation of ion transmembrane transporter activity","regulation of GTPase activity"
"GO:0000079",11,"GO:0018108",0.537,1.60450127613497,57,"regulation of cyclin-dependent protein serine/threonine kinase activity","peptidyl-tyrosine phosphorylation"
"GO:1903076",10,"GO:1990778",0.894,1.60450127613497,19,"regulation of protein localization to plasma membrane","protein localization to cell periphery"
"GO:0050954",14,"GO:0043114",0.476,1.60386462554971,2,"sensory perception of mechanical stimulus","regulation of vascular permeability"
"GO:0099173",2,"GO:0034329",0.808,1.60386462554971,10,"postsynapse organization","cell junction assembly"
"GO:0048260",2,"GO:0034329",0.301,1.59949898655633,28,"positive regulation of receptor-mediated endocytosis","cell junction assembly"
"GO:0032330",3,"GO:0008360",0.437,1.59949898655633,11,"regulation of chondrocyte differentiation","regulation of cell shape"
"GO:0003179",3,"GO:0008360",0.417,1.59949898655633,7,"heart valve morphogenesis","regulation of cell shape"
"GO:0071692",10,"GO:1990778",0.604,1.59938726171425,0,"protein localization to extracellular region","protein localization to cell periphery"
"GO:0070663",16,"GO:0061351",0.583,1.59938726171425,1,"regulation of leukocyte proliferation","neural precursor cell proliferation"
"GO:0048608",3,"GO:0008360",0.28,1.59726911000018,4,"reproductive structure development","regulation of cell shape"
"GO:0061621",23,"GO:0042454",0.612,1.59726911000018,32,"canonical glycolysis","ribonucleoside catabolic process"
"GO:0072207",3,"GO:0008360",0.231,1.59726911000018,5,"metanephric epithelium development","regulation of cell shape"
"GO:0061718",23,"GO:0042454",0.612,1.59726911000018,0,"glucose catabolic process to pyruvate","ribonucleoside catabolic process"
"GO:0006735",24,"GO:0006735",1,1.59726911000018,0,"NADH regeneration","NADH regeneration"
"GO:0040020",12,"GO:0051321",0.821,1.59565149426454,5,"regulation of meiotic nuclear division","meiotic cell cycle"
"GO:1903779",14,"GO:0043114",0.621,1.59565149426454,55,"regulation of cardiac conduction","regulation of vascular permeability"
"GO:0034331",2,"GO:0034329",0.694,1.59565149426454,2,"cell junction maintenance","cell junction assembly"
"GO:0061311",3,"GO:0008360",0.229,1.59565149426454,0,"cell surface receptor signaling pathway involved in heart development","regulation of cell shape"
"GO:0010464",16,"GO:0061351",0.497,1.59565149426454,1,"regulation of mesenchymal cell proliferation","neural precursor cell proliferation"
"GO:0003018",14,"GO:0043114",0.886,1.59565149426454,0,"vascular process in circulatory system","regulation of vascular permeability"
"GO:0009306",10,"GO:1990778",0.603,1.58748618161155,57,"protein secretion","protein localization to cell periphery"
"GO:0071559",4,"GO:1903034",0.167,1.58485924833898,10,"response to transforming growth factor beta","regulation of response to wounding"
"GO:0042472",3,"GO:0008360",0.423,1.57689275502358,58,"inner ear morphogenesis","regulation of cell shape"
"GO:0048709",3,"GO:0008360",0.247,1.57689275502358,29,"oligodendrocyte differentiation","regulation of cell shape"
"GO:0070665",16,"GO:0061351",0.56,1.57558287434969,2,"positive regulation of leukocyte proliferation","neural precursor cell proliferation"
"GO:0035592",10,"GO:1990778",0.603,1.57073947990128,0,"establishment of protein localization to extracellular region","protein localization to cell periphery"
"GO:0009743",4,"GO:1903034",0.161,1.57073947990128,13,"response to carbohydrate","regulation of response to wounding"
"GO:0022898",8,"GO:0043087",0.569,1.56882744755485,9,"regulation of transmembrane transporter activity","regulation of GTPase activity"
"GO:1903036",4,"GO:1903034",0.927,1.5481436953718,1,"positive regulation of response to wounding","regulation of response to wounding"
"GO:0061614",23,"GO:0042454",0.238,1.5481436953718,2,"pri-miRNA transcription by RNA polymerase II","ribonucleoside catabolic process"
"GO:1905477",10,"GO:1990778",0.598,1.54719681656097,7,"positive regulation of protein localization to membrane","protein localization to cell periphery"
"GO:0014066",9,"GO:0099177",0.454,1.54719681656097,24,"regulation of phosphatidylinositol 3-kinase signaling","regulation of trans-synaptic signaling"
"GO:2001056",11,"GO:0018108",0.355,1.54548595946059,10,"positive regulation of cysteine-type endopeptidase activity","peptidyl-tyrosine phosphorylation"
"GO:0035567",9,"GO:0099177",0.621,1.54548595946059,25,"non-canonical Wnt signaling pathway","regulation of trans-synaptic signaling"
"GO:0007050",12,"GO:0051321",0.59,1.54548595946059,138,"cell cycle arrest","meiotic cell cycle"
"GO:0035904",3,"GO:0008360",0.234,1.54535452545601,22,"aorta development","regulation of cell shape"
"GO:0045123",18,"GO:0001667",0.606,1.54535452545601,4,"cellular extravasation","ameboidal-type cell migration"
"GO:0030501",21,"GO:0070167",0.934,1.54365989361474,40,"positive regulation of bone mineralization","regulation of biomineral tissue development"
"GO:0032467",17,"GO:0000281",0.828,1.54365989361474,45,"positive regulation of cytokinesis","mitotic cytokinesis"
"GO:0120034",2,"GO:0034329",0.521,1.54324896617,1,"positive regulation of plasma membrane bounded cell projection assembly","cell junction assembly"
"GO:0009612",4,"GO:1903034",0.16,1.54071829200138,54,"response to mechanical stimulus","regulation of response to wounding"
"GO:0061053",3,"GO:0008360",0.244,1.54070008259987,16,"somite development","regulation of cell shape"
"GO:0061458",3,"GO:0008360",0.28,1.5387599358597,5,"reproductive system development","regulation of cell shape"
"GO:0090596",3,"GO:0008360",0.461,1.53680120277115,0,"sensory organ morphogenesis","regulation of cell shape"
"GO:0010927",3,"GO:0008360",0.431,1.53292475688375,0,"cellular component assembly involved in morphogenesis","regulation of cell shape"
"GO:0071772",4,"GO:1903034",0.163,1.5308059386979,0,"response to BMP","regulation of response to wounding"
"GO:0099084",2,"GO:0034329",0.701,1.5308059386979,0,"postsynaptic specialization organization","cell junction assembly"
"GO:0071453",4,"GO:1903034",0.162,1.5308059386979,3,"cellular response to oxygen levels","regulation of response to wounding"
"GO:0071773",4,"GO:1903034",0.163,1.5308059386979,35,"cellular response to BMP stimulus","regulation of response to wounding"
"GO:0070661",16,"GO:0061351",0.596,1.5308059386979,1,"leukocyte proliferation","neural precursor cell proliferation"
"GO:1904018",3,"GO:0008360",0.493,1.5308059386979,1,"positive regulation of vasculature development","regulation of cell shape"
"GO:0052547",11,"GO:0018108",0.368,1.5308059386979,1,"regulation of peptidase activity","peptidyl-tyrosine phosphorylation"
"GO:0007616",14,"GO:0043114",0.427,1.5308059386979,35,"long-term memory","regulation of vascular permeability"
"GO:0014013",3,"GO:0008360",0.467,1.53008127443798,2,"regulation of gliogenesis","regulation of cell shape"
"GO:0006216",23,"GO:0042454",0.962,1.53008127443798,0,"cytidine catabolic process","ribonucleoside catabolic process"
"GO:0031581",2,"GO:0034329",0.75,1.53008127443798,17,"hemidesmosome assembly","cell junction assembly"
"GO:0061620",23,"GO:0042454",0.55,1.53008127443798,0,"glycolytic process through glucose-6-phosphate","ribonucleoside catabolic process"
"GO:0009972",23,"GO:0042454",0.962,1.53008127443798,13,"cytidine deamination","ribonucleoside catabolic process"
"GO:0001894",6,"GO:0035633",0.864,1.53008127443798,21,"tissue homeostasis","maintenance of blood-brain barrier"
"GO:0034333",2,"GO:0034329",0.736,1.53008127443798,12,"adherens junction assembly","cell junction assembly"
"GO:0048880",3,"GO:0008360",0.275,1.53008127443798,3,"sensory system development","regulation of cell shape"
"GO:2001053",13,"GO:0070243",0.427,1.53008127443798,0,"regulation of mesenchymal cell apoptotic process","regulation of thymocyte apoptotic process"
"GO:2000561",16,"GO:0061351",0.47,1.53008127443798,0,"regulation of CD4-positive, alpha-beta T cell proliferation","neural precursor cell proliferation"
"GO:0098885",2,"GO:0034329",0.644,1.53008127443798,6,"modification of postsynaptic actin cytoskeleton","cell junction assembly"
"GO:0086067",14,"GO:0043114",0.57,1.53008127443798,2,"AV node cell to bundle of His cell communication","regulation of vascular permeability"
"GO:0051639",2,"GO:0034329",0.27,1.53008127443798,13,"actin filament network formation","cell junction assembly"
"GO:0051549",14,"GO:0043114",0.156,1.53008127443798,12,"positive regulation of keratinocyte migration","regulation of vascular permeability"
"GO:0046087",23,"GO:0042454",0.815,1.53008127443798,0,"cytidine metabolic process","ribonucleoside catabolic process"
"GO:0044650",19,"GO:0044409",0.577,1.53008127443798,1,"adhesion of symbiont to host cell","entry into host"
"GO:0035739",16,"GO:0061351",0.47,1.53008127443798,0,"CD4-positive, alpha-beta T cell proliferation","neural precursor cell proliferation"
"GO:0035404",11,"GO:0018108",0.556,1.53008127443798,4,"histone-serine phosphorylation","peptidyl-tyrosine phosphorylation"
"GO:0048844",3,"GO:0008360",0.417,1.52883636122963,23,"artery morphogenesis","regulation of cell shape"
"GO:0043117",14,"GO:0043114",0.942,1.52692287641975,11,"positive regulation of vascular permeability","regulation of vascular permeability"
"GO:0036065",25,"GO:0036065",1,1.52692287641975,15,"fucosylation","fucosylation"
"GO:0048259",2,"GO:0034329",0.319,1.52692287641975,3,"regulation of receptor-mediated endocytosis","cell junction assembly"
"GO:0031532",1,"GO:0007015",0.755,1.52692287641975,63,"actin cytoskeleton reorganization","actin filament organization"
"GO:0050670",16,"GO:0061351",0.579,1.52389508169806,0,"regulation of lymphocyte proliferation","neural precursor cell proliferation"
"GO:0090303",4,"GO:1903034",0.913,1.51881880517621,26,"positive regulation of wound healing","regulation of response to wounding"
"GO:0051310",7,"GO:0051983",0.759,1.51881880517621,16,"metaphase plate congression","regulation of chromosome segregation"
"GO:0003170",3,"GO:0008360",0.245,1.51881880517621,8,"heart valve development","regulation of cell shape"
"GO:0001738",3,"GO:0008360",0.44,1.50752468370594,6,"morphogenesis of a polarized epithelium","regulation of cell shape"
"GO:0034101",6,"GO:0035633",0.495,1.50752468370594,9,"erythrocyte homeostasis","maintenance of blood-brain barrier"
"GO:0032946",16,"GO:0061351",0.557,1.50718109494226,3,"positive regulation of mononuclear cell proliferation","neural precursor cell proliferation"
"GO:0014020",3,"GO:0008360",0.42,1.50394868179311,0,"primary neural tube formation","regulation of cell shape"
"GO:0048708",3,"GO:0008360",0.241,1.50307688351762,8,"astrocyte differentiation","regulation of cell shape"
"GO:0051693",2,"GO:0034329",0.486,1.50244991582888,12,"actin filament capping","cell junction assembly"
"GO:0001841",3,"GO:0008360",0.422,1.49045569115448,7,"neural tube formation","regulation of cell shape"
